id	side_effect
diazepam	Alcohol withdrawal syndrome
diazepam	Epilepsy
diazepam	Seizures
diazepam	Aura
diazepam	Distress
diazepam	Anxiety state
diazepam	Anxiety neurosis (finding)
diazepam	Irritable Mood
diazepam	Myoclonus
diazepam	Tension Headache
diazepam	Psychotic Disorders
diazepam	Night Terrors
diazepam	Somnambulism
diazepam	Tetanus
diazepam	Migraine Disorders
diazepam	Sleeplessness
diazepam	Status Epilepticus
diazepam	Unrest
diazepam	Fever
diazepam	Convulsion in childhood
diazepam	Convulsive Seizures
diazepam	Convulsive disorder
diazepam	apprehension
diclofenac	Rheumatoid Arthritis
diclofenac	Degenerative polyarthritis
diclofenac	Rheumatism
diclofenac	Primary dysmenorrhea
diclofenac	Chronic pain
diclofenac	Migraine Disorders
diclofenac	Acute onset pain
diclofenac	Aura
diclofenac	Acute migraine
diclofenac	"Pain, Postoperative"
diclofenac	Diuresis
diclofenac	effusion
diclofenac	Fever
diclofenac	Gastrointestinal Diseases
diclofenac	"Hepatitis, Chronic"
diclofenac	Hypotension
diclofenac	Inflammation
diclofenac	Liver diseases
diclofenac	Pain
diclofenac	Kidney Failure
diclofenac	Seizures
diclofenac	Vomiting
diclofenac	Liver Dysfunction
diclofenac	Respiratory Depression
diclofenac	Hepatic impairment
diclofenac	Renal Insufficiency
diclofenac	Decompensated cirrhosis
diclofenac	Injury wounds
diclofenac	Dysmenorrhea
diclofenac	Sprain
diclofenac	Wounds and Injuries
diclofenac	Actinic keratosis
diclofenac	Communicable Diseases
diclofenac	Ankylosing spondylitis
diclofenac	Swelling
diclofenac	Gout attack
diclofenac	Juvenile arthritis
diclofenac	Adnexitis
diclofenac	Ear Inflammation
diclofenac	Pharyngotonsillitis
diclofenac	Post-traumatic pain
diclofenac	Spondylarthritis
diclofenac	Biliary Colic
diclofenac	Renal Colic
diclofenac	Cataract
diclofenac	Photophobia
diclofenac	Osteoarthritis of the hand
diclofenac	Contusions
diclofenac	Cluster Headache
dicloxacillin	Cellulitis
dicloxacillin	Communicable Diseases
dicloxacillin	Osteomyelitis
dicloxacillin	Pneumonia
dicloxacillin	Wound Infection
dicloxacillin	Streptococcal pneumonia
dicloxacillin	Renal Insufficiency
dicloxacillin	Staphylococcal Infections
dicyclomine	Irritable Bowel Syndrome
dicyclomine	Prostatic Hypertrophy
didanosine	Immunologic Deficiency Syndromes
didanosine	Pancreatitis
didanosine	Disease Progression
didanosine	Hepatic impairment
didanosine	Renal Insufficiency
didanosine	Communicable Diseases
diflunisal	Rheumatoid Arthritis
diflunisal	Degenerative polyarthritis
diflunisal	Pain
digoxin	Heart failure
digoxin	Chronic atrial fibrillation
digoxin	Atrial Fibrillation
digoxin	Congestive heart failure
digoxin	Tachyarrhythmia
dihydroergotamine	Angina Pectoris
dihydroergotamine	"Angina Pectoris, Variant"
dihydroergotamine	Cardiovascular Diseases
dihydroergotamine	Cluster Headache
dihydroergotamine	Coronary Artery Vasospasm
dihydroergotamine	Cyanosis
dihydroergotamine	Fetal Growth Retardation
dihydroergotamine	Fibrosis
dihydroergotamine	Gangrene
dihydroergotamine	Hypersensitivity
dihydroergotamine	Hypertensive disease
dihydroergotamine	Ischemia
dihydroergotamine	Myocardial Infarction
dihydroergotamine	Numbness
dihydroergotamine	Pallor
dihydroergotamine	Retroperitoneal fibrosis
dihydroergotamine	Cerebrovascular accident
dihydroergotamine	Subarachnoid Hemorrhage
dihydroergotamine	Vasospasm
dihydroergotamine	Migraine Disorders
dihydroergotamine	Myocardial Ischemia
dihydroergotamine	Acute myocardial infarction
dihydroergotamine	"Colitis, Ischemic"
dihydroergotamine	Myalgia
dihydroergotamine	Aura
dihydroergotamine	Sepsis
dihydroergotamine	Basilar-Type Migraine
dihydroergotamine	Increase in blood pressure
dihydroergotamine	Feels cold
dihydroergotamine	Cerebral Ischemia
dihydroergotamine	Hepatic impairment
dihydroergotamine	Peripheral Arterial Diseases
dihydroergotamine	Uncontrolled hypertension
dihydroergotamine	Coronary Artery Disease
dihydroergotamine	Cerebral Hemorrhage
diltiazem	Angina Pectoris
diltiazem	"Angina Pectoris, Variant"
diltiazem	Coronary Artery Vasospasm
diltiazem	Coronary Artery Disease
diltiazem	Hypertensive disease
diltiazem	Essential Hypertension
diltiazem	Stable angina
diltiazem	Vasospasm
diltiazem	Liver Dysfunction
diltiazem	Diabetic
diltiazem	Exercise-induced angina
diltiazem	Excitable
diltiazem	Total Peripheral Resistance
diltiazem	Hypertensive (finding)
diltiazem	Cardiac Arrhythmia
diltiazem	Atrial Fibrillation
diltiazem	Atrial Flutter
diltiazem	Hypotension
diltiazem	Paroxysmal supraventricular tachycardia
diltiazem	Tachycardia
diltiazem	Supraventricular tachycardia
diltiazem	Wolff-Parkinson-White Syndrome
diltiazem	Sinus rhythm
diltiazem	"Tachycardia, Reciprocating"
diltiazem	Bradycardia
diltiazem	Congenital Heart Defects
diphenhydramine	anaphylaxis
diphenhydramine	Hypersensitivity
diphenhydramine	Motion Sickness
diphenhydramine	Parkinsonian Disorders
diphenhydramine	Allergic conditions
diphenhydramine	Angioedema
diphenhydramine	Allergic Conjunctivitis
diphenhydramine	Urticaria
diphenhydramine	Urticaria physical
diphenhydramine	Common Cold
diphenhydramine	Hay fever
diphenhydramine	Pruritus
diphenhydramine	Sneezing
diphenhydramine	Throat irritation
diphenhydramine	Rhinorrhea
diphenhydramine	Watery eyes
dipyridamole	Transient Ischemic Attack
dipyridamole	Ischemic stroke
dipyridamole	Thromboembolism
dipyridamole	Vasodilation
dipyridamole	Myocardial Infarction
dipyridamole	Coronary Artery Disease
dipyridamole	Cardiac valve replacement complication
disopyramide	Heart Diseases
disopyramide	Ventricular arrhythmia
disopyramide	Sustained ventricular tachycardia
disopyramide	Proarrhythmia
disopyramide	Heart Decompensation
disopyramide	Cardiac Arrhythmia
disopyramide	Bundle-Branch Block
disopyramide	Sudden death
disopyramide	Glaucoma
disopyramide	Hypersensitivity
disopyramide	Infarction
disopyramide	Ischemia
disopyramide	Myocardial Infarction
disopyramide	Kidney Failure
disopyramide	Shock
disopyramide	First degree atrioventricular block
disopyramide	Right bundle branch block
disopyramide	Complete atrioventricular block
disopyramide	Electrocardiogram QT prolonged
disopyramide	Excitability
disopyramide	Conduction disorder of the heart
disopyramide	Depressed mood
disopyramide	Sinus Node Dysfunction (disorder)
disopyramide	Cardiomyopathies
disopyramide	hemiblocks
disopyramide	Hepatic impairment
disopyramide	Hepatic Insufficiency
disopyramide	Renal Insufficiency
disulfiram	"Alcoholic Intoxication, Chronic"
disulfiram	Flushing
disulfiram	Nausea
disulfiram	Palpitations
disulfiram	Vomiting
disulfiram	Throbbing Headache
disulfiram	Lipids increased
dobutamine	Heart Diseases
dobutamine	Cerebrovascular accident
dobutamine	"Cardiac Output, High"
dobutamine	Cardiac index
dobutamine	Hypertensive (finding)
dobutamine	Total Peripheral Resistance
dobutamine	Urine volume finding
dobutamine	Heart Decompensation
dobutamine	Atrial Fibrillation
dobutamine	Congestive heart failure
docetaxel	Malignant neoplasm of breast
docetaxel	Non-Small Cell Lung Carcinoma
docetaxel	Squamous cell carcinoma
docetaxel	Neoplasms
docetaxel	Peripheral edema
docetaxel	Sensory neuropathy
docetaxel	Carcinoma breast stage IV
docetaxel	Gastric Adenocarcinoma
docetaxel	Malignant neoplasm of prostate
docetaxel	Prostate cancer metastatic
docetaxel	Adenocarcinoma of the gastroesophageal junction
docetaxel	Metastatic Neoplasm
docetaxel	Node-positive breast cancer
docetaxel	Metastatic gastric adenocarcinoma
docetaxel	Node-negative breast cancer
docetaxel	Malignant Neoplasms
docetaxel	Liver diseases
docetaxel	Ovarian Carcinoma
docetaxel	Malignant neoplasm of ovary
docetaxel	Metastatic Carcinoma
docetaxel	Mesothelioma
docetaxel	Lacrimation
docetaxel	Carcinoma of lung
docetaxel	Nausea
docetaxel	Vomiting
docetaxel	Metastatic squamous cell carcinoma
docetaxel	Squamous cell carcinoma of the head and neck
docetaxel	Solid tumour
docetaxel	Hormone-refractory prostate cancer
docetaxel	Hypersensitivity
dofetilide	Atrial Fibrillation
dofetilide	Atrial Flutter
dofetilide	Cardiac Flutter
dofetilide	Heart Diseases
dofetilide	Ventricular arrhythmia
dofetilide	Sinus rhythm
dofetilide	Supraventricular arrhythmia
dolasetron	Malignant Neoplasms
dolasetron	Cardiovascular Diseases
dolasetron	Vomiting
dolasetron	Postoperative Nausea
dolasetron	Nausea
domperidone	Anorexia Nervosa
domperidone	Pathological Dilatation
domperidone	Gastritis
domperidone	"Hypotension, Orthostatic"
domperidone	Nausea
domperidone	Parkinson Disease
domperidone	Vomiting
domperidone	Migraine Disorders
domperidone	Gastroparesis
domperidone	Early satiety
domperidone	Diabetic gastroparesis
domperidone	Abdominal bloating
domperidone	Renal Insufficiency
domperidone	gastrointestinal symptom
donepezil	Alzheimers Disease
donepezil	Alzheimers Disease
donepezil	Cerebrovascular Disorders
donepezil	"Dementia, Vascular"
donepezil	Dementia
dopamine	Hypotension
dopamine	Myocardial Infarction
dopamine	Kidney Failure
dopamine	Septicemia
dopamine	Shock
dopamine	Cerebrovascular accident
dopamine	Vascular Diseases
dopamine	Wounds and Injuries
dopamine	Tachyarrhythmia
dopamine	Vasoconstriction peripheral
dopamine	Increase in blood pressure
dopamine	Hypovolemia
dopamine	Acute hypotension
dopamine	Total Peripheral Resistance
dopamine	Urine volume finding
dopamine	Heart Decompensation
dopamine	Low Cardiac Output
dopamine	Comatose
dopamine	Confusion
dopamine	Pallor
dopamine	"Cardiac Output, High"
dopamine	Vascular resistance systemic decreased
dopamine	Diuresis
doripenem	Communicable Diseases
doripenem	Urinary tract infection
doripenem	Nosocomial pneumonia
doripenem	Intraabdominal Infections
doripenem	"Pneumonia, Ventilator-Associated"
doripenem	Pyelonephritis
doripenem	Bacteremia
doxazosin	Urinary Bladder Calculi (disorder)
doxazosin	Neurogenic Urinary Bladder
doxazosin	Diabetes Mellitus
doxazosin	Hypertensive disease
doxazosin	Essential Hypertension
doxazosin	Parkinsonian Disorders
doxazosin	Stenosis of bladder neck
doxazosin	Bladder neck stricture
doxazosin	Hypertensive (finding)
doxazosin	Peak flow
doxazosin	Benign Prostatic Hyperplasia
doxazosin	Actual Positive Blood Pressure
doxazosin	Diuresis
doxazosin	Nocturia
doxazosin	Dribbling of urine
doxazosin	Poor urinary stream
doxazosin	Angina Pectoris
doxazosin	Diabetic Nephropathy
doxazosin	Heart failure
doxazosin	Hyperlipidemia
doxazosin	Hypotension
doxazosin	Myocardial Infarction
doxepin	Major Depressive Disorder
doxepin	Anxiety
doxepin	Bipolar Disorder
doxepin	Cardiovascular Diseases
doxepin	Comatose
doxepin	Involutional Depression
doxepin	Congestive heart failure
doxepin	apprehension
doxepin	Tension
doxepin	Psychotic depression
doxepin	"Depression, Neurotic"
doxepin	Anxiety depression
doxepin	Depressed mood
doxepin	Chronic anxiety
doxepin	Sleeplessness
doxepin	"Alcoholic Intoxication, Chronic"
doxepin	Mental Depression
doxepin	Depressive disorder
doxepin	Fatigue
doxepin	Neurotic Disorders
doxepin	Psychotic Disorders
doxepin	Sleep disturbances
doxepin	Drug Interactions
doxepin	"Dermatitis, Atopic"
doxepin	Pruritus
doxepin	Lichen Simplex Chronicus
doxercalciferol	"Hyperparathyroidism, Secondary"
doxercalciferol	Chronic Kidney Diseases
doxorubicin	Malignant neoplasm of breast
doxorubicin	Malignant Neoplasms
doxorubicin	Immunologic Deficiency Syndromes
doxorubicin	Multiple Myeloma
doxorubicin	Neoplasms
doxorubicin	AIDS with Kaposis sarcoma
doxorubicin	AIDS with Kaposis sarcoma
doxorubicin	Carcinoma breast stage IV
doxorubicin	Solid tumour
doxorubicin	Metastases to liver
doxorubicin	Malignant neoplasm of ovary
doxorubicin	Advanced breast cancer
doxorubicin	Acquired Immunodeficiency Syndrome
doxorubicin	Carcinoma
doxorubicin	Lymphoma
doxorubicin	"Lymphoma, Non-Hodgkin"
doxorubicin	melanoma
doxorubicin	Nephroblastoma
doxorubicin	Neuroblastoma
doxorubicin	Ovarian Carcinoma
doxorubicin	Acute leukemia
doxorubicin	Stage IV Bladder Cancer AJCC v6
doxorubicin	Thyroid carcinoma
doxorubicin	Breast Carcinoma
doxorubicin	Sarcoma
doxorubicin	Liver carcinoma
doxorubicin	Malignant neoplasm of urinary bladder
doxorubicin	Small cell carcinoma of lung
doxorubicin	Thymoma
doxorubicin	Malignant neoplasm of prostate
doxorubicin	Ewings sarcoma
doxorubicin	Cardiotoxicity
doxorubicin	Carcinoma of lung
doxorubicin	Non-Small Cell Lung Carcinoma
doxorubicin	Hodgkin Disease
doxorubicin	Menopause
doxorubicin	Stomach Carcinoma
doxorubicin	Generalized illness
doxorubicin	Bladder Neoplasm
doxorubicin	Brain Neoplasms
doxorubicin	Bronchogenic Carcinoma
doxorubicin	Squamous cell carcinoma
doxorubicin	Heart Diseases
doxorubicin	Acute lymphocytic leukemia
doxorubicin	"Leukemia, Myelocytic, Acute"
doxorubicin	Neoplasm Metastasis
doxorubicin	Drug Interactions
doxorubicin	Renal carcinoma
doxorubicin	Kaposi Sarcoma
doxorubicin	Hypersensitivity
doxorubicin	Carcinoma of bladder
doxorubicin	Metastatic Carcinoma
doxorubicin	leukemia
doxorubicin	Osteosarcoma
doxorubicin	Rhabdomyosarcoma
doxorubicin	Liver Dysfunction
doxorubicin	Transitional cell carcinoma of bladder
doxorubicin	Endometrial Carcinoma
doxorubicin	Prostate carcinoma
doxorubicin	Carcinoma testes
doxorubicin	Epithelial ovarian cancer
doxorubicin	Pancreatic carcinoma
doxorubicin	Stage IV Ovarian Carcinoma
doxorubicin	Bone Sarcoma
doxorubicin	Node-positive breast cancer
doxorubicin	Metastatic gastric adenocarcinoma
doxorubicin	Bladder transitional cell carcinoma metastatic
doxycycline	Bartonella Infections
doxycycline	Brucellosis
doxycycline	Cholera
doxycycline	Communicable Diseases
doxycycline	Inclusion conjunctivitis
doxycycline	Amebic colitis
doxycycline	Granuloma Inguinale
doxycycline	Lymphogranuloma Venereum
doxycycline	Psittacosis
doxycycline	Plague
doxycycline	Q Fever
doxycycline	Scrub Typhus
doxycycline	Staphylococcal Infections
doxycycline	Syphilis
doxycycline	Trachoma
doxycycline	Tularemia
doxycycline	Endemic Flea-Borne Typhus
doxycycline	"Typhus, Epidemic Louse-Borne"
doxycycline	Upper Respiratory Infections
doxycycline	Yaws
doxycycline	Plasmodium falciparum infection
doxycycline	Plasmodium vivax infection
doxycycline	Atypical pneumonia
doxycycline	Queensland tick typhus
doxycycline	Abscess
doxycycline	Bronchitis
doxycycline	Bronchopneumonia
doxycycline	Cellulitis
doxycycline	Uterine Cervicitis
doxycycline	Cystitis
doxycycline	Furunculosis
doxycycline	Gonococcal urethritis
doxycycline	Impetigo
doxycycline	Otitis Media
doxycycline	Paronychia Inflammation
doxycycline	Pharyngitis
doxycycline	Pneumonia
doxycycline	Pyelonephritis
doxycycline	Respiratory Tract Infections
doxycycline	Sinusitis
doxycycline	Tonsillitis
doxycycline	Urethritis
doxycycline	Vaginitis
doxycycline	Soft Tissue Infections
doxycycline	Wound sepsis
doxycycline	Gastrointestinal infection
doxycycline	Actinomycosis
doxycycline	Anthrax disease
doxycycline	Chancroids
doxycycline	Fever
doxycycline	Necrotizing Ulcerative Gingivitis
doxycycline	Gonorrhea
doxycycline	Listeriosis
doxycycline	Relapsing Fever
doxycycline	Rickettsialpox
doxycycline	Rocky Mountain Spotted Fever
doxycycline	TYPHUS
doxycycline	Urinary tract infection
doxycycline	Inhalational anthrax
doxycycline	non-gonococcal urethritis (NGU)
doxycycline	Bacterial Infections
doxycycline	Rosacea
doxycycline	pustule
doxycycline	Papule
doxycycline	Redness
doxycycline	Generalised erythema
doxycycline	Periodontal Diseases
doxycycline	Chronic Periodontitis
doxycycline	Meningitis
doxycycline	Hemorrhage
doxycycline	Sexually Transmitted Diseases
doxycycline	Malaria
doxycycline	Acne
droperidol	Aggressive behavior
droperidol	Anxiety
droperidol	Bipolar Disorder
droperidol	Delirium
droperidol	Nausea
droperidol	Pain
droperidol	Psychotic Disorders
droperidol	Shock
droperidol	Vomiting
droperidol	Agitation
droperidol	Schizophrenic reaction
droperidol	Hyperactive behavior
duloxetine	Neuralgia
duloxetine	Diabetic
duloxetine	Diabetic peripheral neuropathic pain
duloxetine	Generalized Anxiety Disorder
duloxetine	Major Depressive Disorder
duloxetine	Urinary Stress Incontinence
duloxetine	Urologic Diseases
duloxetine	Diabetic peripheral neuropathy
duloxetine	Anxiety
duloxetine	Fatigue
duloxetine	Guilt
duloxetine	Hypersensitivity
duloxetine	Irritable Mood
duloxetine	"Major depressive disorder, single episode"
duloxetine	Sleep disturbances
duloxetine	Suicide attempt
duloxetine	Agitation
duloxetine	Distress
duloxetine	Dysphoria
duloxetine	Tension
duloxetine	Thought retardation
duloxetine	Unable to concentrate
duloxetine	Depressed mood
duloxetine	Feeling suicidal (finding)
duloxetine	Decreased interest
duloxetine	Hypersomnia
duloxetine	Sleeplessness
duloxetine	Body Weight decreased
duloxetine	Anxiety Disorders
duloxetine	Fibromyalgia
duloxetine	Pregnancy
duloxetine	Musculoskeletal Pain
duloxetine	Chronic pain
duloxetine	Low Back Pain
duloxetine	Degenerative polyarthritis
duloxetine	Depressive disorder
dutasteride	Benign Prostatic Hyperplasia
dutasteride	Diuresis
dutasteride	Prostatomegaly
dyphylline	Asthma
dyphylline	Bronchial Spasm
dyphylline	"Bronchitis, Chronic"
dyphylline	Pulmonary Emphysema
econazole	Dermatomycoses
econazole	"Skin Diseases, Infectious"
econazole	Tinea
econazole	Cutaneous Candidiasis
econazole	Tinea corporis (disorder)
econazole	Tinea Pedis
econazole	Tinea Versicolor
econazole	Tinea cruris
efavirenz	Mental disorders
efavirenz	Hepatitis B
efavirenz	Immunologic Deficiency Syndromes
efavirenz	Liver diseases
efavirenz	Cross resistance
efavirenz	Human immunodeficiency virus type
efavirenz	Communicable Diseases
efavirenz	Drug Interactions
efavirenz	Carcinogenicity
efavirenz	Exanthema
